;
<img src=codigo_da_estrada.sinais_de_transito.O1A.png>;"<b>O1A - Demarcação hectométrica da via</b><br>Devem conter a indicação do hectómetro completada com a indicação do quilómetro e, se aplicável, do sentido do avisador S.O.S. mais próximos para demarcação em itinerário principal."
<img src=codigo_da_estrada.sinais_de_transito.O1B.png>;"<b>O1B - Demarcação hectométrica da via</b><br>Devem conter a indicação do hectómetro completada com a indicação do quilómetro e, se aplicável, do sentido do avisador S.O.S. mais próximos para demarcação em itinerário complementar."
<img src=codigo_da_estrada.sinais_de_transito.O1C.png>;"<b>O1C - Demarcação hectométrica da via</b><br>Devem conter a indicação do hectómetro completada com a indicação do quilómetro e, se aplicável, do sentido do avisador S.O.S. mais próximos para demarcação nas restantes estradas."
<img src=codigo_da_estrada.sinais_de_transito.O1D.png>;"<b>O1D - Demarcação hectométrica da via</b><br>Devem conter a indicação do hectómetro completada com a indicação do quilómetro e, se aplicável, do sentido do avisador S.O.S. mais próximos para demarcação em estradas municipais."
<img src=codigo_da_estrada.sinais_de_transito.O2A.png>;"<b>O2A - Demarcação quilométrica da via</b><br>Devem conter a identificação da via e indicam a distância quilométrica ao seu ponto de origem para demarcação em auto-estradas."
<img src=codigo_da_estrada.sinais_de_transito.O2B.png>;"<b>O2B - Demarcação quilométrica da via</b><br>Devem conter a identificação da via e indicam a distância quilométrica ao seu ponto de origem para demarcações em itinerário principal."
<img src=codigo_da_estrada.sinais_de_transito.O2C.png>;"<b>O2C - Demarcação quilométrica da via</b><br>Devem conter a identificação da via e indicam a distância quilométrica ao seu ponto de origem para demarcações em itinerário complementar."
<img src=codigo_da_estrada.sinais_de_transito.O2D.png>;"<b>O2D - Demarcação quilométrica da via</b><br>Devem conter a identificação da via e indicam a distância quilométrica ao seu ponto de origem para demarcações nas restantes estradas."
<img src=codigo_da_estrada.sinais_de_transito.O2E.png>;"<b>O2E - Demarcação quilométrica da via</b><br>Devem conter a identificação da via e indicam a distância quilométrica ao seu ponto de origem para demarcações nas estradas municipais."
<img src=codigo_da_estrada.sinais_de_transito.O3A.png>;"<b>O3A - Demarcação miriamétrica da via</b><br>Devem conter a identificação da via e indicam a distância, por cada 10km ao seu ponto de origem. Para demarcação em auto-estradas."
<img src=codigo_da_estrada.sinais_de_transito.O3B.png>;"<b>O3B - Demarcação miriamétrica da via</b><br>Devem conter a identificação da via e indicam a distância, por cada 10km ao seu ponto de origem para demarcação em itinerário principal."
<img src=codigo_da_estrada.sinais_de_transito.O3C.png>;"<b>O3C - Demarcação miriamétrica da via</b><br>Devem conter a identificação da via e indicam a distância, por cada 10km ao seu ponto de origem para demarcação em itinerário complementar."
<img src=codigo_da_estrada.sinais_de_transito.O3D.png>;"<b>O3D - Demarcação miriamétrica da via</b><br>Devem conter a identificação da via e indicam a distância, por cada 10km ao seu ponto de origem para demarcação nas restantes estradas."
<img src=codigo_da_estrada.sinais_de_transito.O3E.png>;"<b>O3E - Demarcação miriamétrica da via</b><br>Devem conter a identificação da via e indicam a distância, por cada 10km ao seu ponto de origem para demarcação nas estradas municipais."
<img src=codigo_da_estrada.sinais_de_transito.O4A.png>;"<b>O4A - Sinal de aproximação de saída</b><br>Indicação da aproximação de uma saída em intersecção desnivelada, dada pelas barras inclinadas, que representam as distâncias à saída de 250m em auto-estradas."
<img src=codigo_da_estrada.sinais_de_transito.O4B.png>;"<b>O4B - Sinal de aproximação de saída</b><br>Indicação da aproximação de uma saída em intersecção desnivelada, dada pelas barras inclinadas, que representam as distâncias à saída de 150m nos restantes casos, devendo a indicação numérica constar na parte superior do sinal."
<img src=codigo_da_estrada.sinais_de_transito.O4C.png>;"<b>O4C - Sinal de aproximação de saída</b><br>Indicação da aproximação de uma saída em intersecção desnivelada, dada pelas barras inclinadas, que representam as distâncias à saída de 150m nos restantes casos, devendo a indicação numérica constar na parte superior do sinal."
<img src=codigo_da_estrada.sinais_de_transito.O5A.png>;"<b>O5A - Baia direccional para balizamento de pontos de divergência</b><br>Indica o ponto de divergência de uma saída em intersecção desnivelada."
<img src=codigo_da_estrada.sinais_de_transito.O5B.png>;"<b>O5B - Baia direccional para balizamento de pontos de divergência</b><br>Indica o ponto de divergência de uma saída em intersecção desnivelada."
<img src=codigo_da_estrada.sinais_de_transito.O6A.png>;"<b>O6A - Baia direccional</b><br>Indica o desenvolvimento de um troço em curva, podendo utilizar-se individualmente ou em sucessão múltipla."
<img src=codigo_da_estrada.sinais_de_transito.O6B.png>;"<b>O6B - Baia direccional</b><br>Indica o desenvolvimento de um troço em curva, podendo utilizar-se individualmente ou em sucessão múltipla."
<img src=codigo_da_estrada.sinais_de_transito.O7A.png>;"<b>O7A - Baliza de posição</b><br>Indica a posição e limites de obstáculos existentes na via."
<img src=codigo_da_estrada.sinais_de_transito.O7B.png>;"<b>O7B - Baliza de posição</b><br>Indica a posição e limites de obstáculos existentes na via."
